Epoch num169   Step_len: 42   Epoch Reward: -455.8391282248194 Memory index: 14967Success: 0 Time since beginning -6.88460027774175
Epoch num170   Step_len: 49   Epoch Reward: -453.6132851523441 Memory index: 15016Success: 0 Time since beginning -6.907721662521363
Epoch num171   Step_len: 43   Epoch Reward: -513.2141267632451 Memory index: 15059Success: 0 Time since beginning -6.928316243489584
Epoch num172   Step_len: 47   Epoch Reward: -301.19213709711363 Memory index: 15106Success: 0 Time since beginning -6.950369767347971
Epoch num173   Step_len: 18   Epoch Reward: -459.2072739041017 Memory index: 15124Success: 0 Time since beginning -6.95885279973348
Epoch num174   Step_len: 239   Epoch Reward: -200.6386010124255 Memory index: 15363Success: 0 Time since beginning -7.067453149954478
Epoch num175   Step_len: 26   Epoch Reward: -461.84551734599563 Memory index: 15389Success: 0 Time since beginning -7.079548490047455
Epoch num176   Step_len: 29   Epoch Reward: -512.981879065189 Memory index: 15418Success: 0 Time since beginning -7.0928858081499735
Epoch num177   Step_len: 77   Epoch Reward: -429.4205040240454 Memory index: 15495Success: 0 Time since beginning -7.129287052154541
Epoch num178   Step_len: 111   Epoch Reward: -358.5847117538784 Memory index: 15606Success: 0 Time since beginning -7.182261069615682
Epoch num179   Step_len: 137   Epoch Reward: -360.46599685871354 Memory index: 15743Success: 0 Time since beginning -7.246787444750468
Epoch num180   Step_len: 97   Epoch Reward: -497.29160106290664 Memory index: 15840Success: 0 Time since beginning -7.293305571873983
Epoch num181   Step_len: 75   Epoch Reward: -492.8372274709784 Memory index: 15915Success: 0 Time since beginning -7.3280874768892925
Epoch num182   Step_len: 107   Epoch Reward: 77.71140225846875 Memory index: 16022Success: 0 Time since beginning -7.378334248065949
Epoch num183   Step_len: 72   Epoch Reward: -451.80712346569703 Memory index: 16094Success: 0 Time since beginning -7.411957116921743
Epoch num184   Step_len: 35   Epoch Reward: -408.2307311573199 Memory index: 16129Success: 0 Time since beginning -7.4287062327067055
Epoch num185   Step_len: 84   Epoch Reward: -519.2506208240866 Memory index: 16213Success: 0 Time since beginning -7.467617090543111
Epoch num186   Step_len: 132   Epoch Reward: -182.38982202983567 Memory index: 16345Success: 0 Time since beginning -7.526788596312205
Epoch num187   Step_len: 47   Epoch Reward: -398.9221860438781 Memory index: 16392Success: 0 Time since beginning -7.549218340714773
Epoch num188   Step_len: 49   Epoch Reward: -454.8448368633853 Memory index: 16441Success: 0 Time since beginning -7.572615444660187
Epoch num189   Step_len: 125   Epoch Reward: -408.1045750052367 Memory index: 16566Success: 0 Time since beginning -7.631470505396525
Epoch num190   Step_len: 51   Epoch Reward: -400.4443506169405 Memory index: 16617Success: 0 Time since beginning -7.6547921061515805
Epoch num191   Step_len: 86   Epoch Reward: -378.582479686818 Memory index: 16703Success: 0 Time since beginning -7.6952723940213525
Epoch num192   Step_len: 69   Epoch Reward: -271.2118286263602 Memory index: 16772Success: 0 Time since beginning -7.726334675153097
Epoch num193   Step_len: 59   Epoch Reward: -393.056513131403 Memory index: 16831Success: 0 Time since beginning -7.7537691195805865
Epoch num194   Step_len: 36   Epoch Reward: 1006.6916418961969 Memory index: 16867Success: 1 Time since beginning -7.771026821931203
Epoch num195   Step_len: 6   Epoch Reward: -502.85407870474097 Memory index: 16873Success: 0 Time since beginning -7.774096405506134
Epoch num196   Step_len: 13   Epoch Reward: -457.5409145693461 Memory index: 16886Success: 0 Time since beginning -7.780218875408172
Epoch num197   Step_len: 28   Epoch Reward: -462.1482789555116 Memory index: 16914Success: 0 Time since beginning -7.79291524887085
Epoch num198   Step_len: 27   Epoch Reward: -461.10602951532894 Memory index: 16941Success: 0 Time since beginning -7.805126663049062
Epoch num199   Step_len: 46   Epoch Reward: -466.22950564742195 Memory index: 16987Success: 0 Time since beginning -7.826772010326385
Epoch num200   Step_len: 103   Epoch Reward: -499.0035345160577 Memory index: 17090Success: 0 Time since beginning -7.874649858474731
Epoch num201   Step_len: 36   Epoch Reward: -461.1753549858109 Memory index: 17126Success: 0 Time since beginning -7.8915489991505945
Epoch num202   Step_len: 57   Epoch Reward: -496.62287386753883 Memory index: 17183Success: 0 Time since beginning -7.918198851744334
Epoch num203   Step_len: 74   Epoch Reward: -410.5050954013083 Memory index: 17257Success: 0 Time since beginning -7.953031651178995
Epoch num204   Step_len: 40   Epoch Reward: -459.0965322621587 Memory index: 17297Success: 0 Time since beginning -7.97177445491155
Epoch num205   Step_len: 45   Epoch Reward: -516.792642466437 Memory index: 17342Success: 0 Time since beginning -7.993002569675445
Epoch num206   Step_len: 114   Epoch Reward: -463.54706639955015 Memory index: 17456Success: 0 Time since beginning -8.046453579266865
Epoch num207   Step_len: 36   Epoch Reward: -507.85913990836224 Memory index: 17492Success: 0 Time since beginning -8.06333548227946
Epoch num208   Step_len: 50   Epoch Reward: -454.5857393538243 Memory index: 17542Success: 0 Time since beginning -8.086699148019155
Epoch num209   Step_len: 48   Epoch Reward: -510.4039017920378 Memory index: 17590Success: 0 Time since beginning -8.10926204919815
Epoch num210   Step_len: 115   Epoch Reward: -60.669129500858446 Memory index: 17705Success: 0 Time since beginning -8.161695329348246
Epoch num211   Step_len: 113   Epoch Reward: -521.3728911519215 Memory index: 17818Success: 0 Time since beginning -8.214920218785604
Epoch num212   Step_len: 153   Epoch Reward: -443.10834382152115 Memory index: 17971Success: 0 Time since beginning -8.28642141421636
Epoch num213   Step_len: 15   Epoch Reward: 896.3571875332759 Memory index: 17986Success: 1 Time since beginning -8.293628120422364
Epoch num214   Step_len: 117   Epoch Reward: -397.6903597385158 Memory index: 18103Success: 0 Time since beginning -8.346787905693054
Epoch num215   Step_len: 100   Epoch Reward: -311.6987661664051 Memory index: 18203Success: 0 Time since beginning -8.392923585573833
Epoch num216   Step_len: 76   Epoch Reward: -479.87166694764994 Memory index: 18279Success: 0 Time since beginning -8.429174927870433
Epoch num217   Step_len: 37   Epoch Reward: -508.8088825147638 Memory index: 18316Success: 0 Time since beginning -8.446616752942402
Epoch num218   Step_len: 20   Epoch Reward: -512.4102436370306 Memory index: 18336Success: 0 Time since beginning -8.456250862280529
Epoch num219   Step_len: 13   Epoch Reward: -457.22006312694555 Memory index: 18349Success: 0 Time since beginning -8.46241512298584
Epoch num220   Step_len: 74   Epoch Reward: -187.62781621987102 Memory index: 18423Success: 0 Time since beginning -8.496222261587778
Epoch num221   Step_len: 46   Epoch Reward: -410.04113692487016 Memory index: 18469Success: 0 Time since beginning -8.518151172002156
Epoch num222   Step_len: 225   Epoch Reward: -264.52297471039003 Memory index: 18694Success: 0 Time since beginning -8.623752888043722
Epoch num223   Step_len: 14   Epoch Reward: -459.25900713966865 Memory index: 18708Success: 0 Time since beginning -8.630392384529113
Epoch num224   Step_len: 67   Epoch Reward: -452.35766827495354 Memory index: 18775Success: 0 Time since beginning -8.662514877319335
Epoch num225   Step_len: 37   Epoch Reward: -510.30584342325136 Memory index: 18812Success: 0 Time since beginning -8.679798134167989
Epoch num226   Step_len: 52   Epoch Reward: -400.5926380311078 Memory index: 18864Success: 0 Time since beginning -8.703662327925365
Epoch num227   Step_len: 112   Epoch Reward: -427.8286496213235 Memory index: 18976Success: 0 Time since beginning -8.756063346068064
